Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/scratch/alpine/clbd1748/Australia/QC_reads/12819_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	12.2337	6.6702	96.25	0.404	95.82-96.79	0.404	0.34-0.47	1	1.458	874/8379	92.97	21	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12819_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218615.1_ASM321861v1_genomic.fna.gz	7.2571	4.7240	95.45	0.240	94.72-96.14	0.240	0.19-0.30	1	1.285	498/9630	90.89	41	QHOD01000146.1 MAG: Verrucomicrobia bacterium isolate AV60 14_0919_02_20cm_scaffold_10144_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12816_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	32.9037	26.8981	96.94	0.965	96.76-97.05	0.965	0.91-1.04	1	1.798	3289/13686	95.50	39	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12816_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	23.5811	11.4688	97.13	0.691	96.89-97.32	0.691	0.63-0.76	1	1.612	1736/8379	95.05	0	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12816_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219915.1_ASM321991v1_genomic.fna.gz	21.7951	13.6638	95.27	0.639	94.97-95.60	0.639	0.56-0.70	1	1.601	1144/10634	93.06	997	QHQT01000151.1 MAG: Verrucomicrobia bacterium isolate AV120 14_0903_13_40cm_scaffold_10139_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12816_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_001908185.1_ASM190818v1_genomic.fna.gz	21.7201	47.9694	95.24	0.637	95.04-95.42	0.637	0.59-0.68	1	1.976	4169/37569	93.15	0	LGHM01000001.1 Bradyrhizobium sp. AS23.2 Bradyrhizobium_AS_23.2_c1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	9.9271	7.7586	98.74	1.247	98.65-98.81	1.247	1.19-1.32	2	2.466	6685/13686	97.72	0	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218475.1_ASM321847v1_genomic.fna.gz	7.4085	5.6790	96.01	0.931	95.80-96.18	0.931	0.84-1.02	2	2.214	2336/13382	94.53	212	QHNR01000048.1 MAG: Verrucomicrobia bacterium isolate AV71 14_0903_13_30cm_scaffold_1007495_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219735.1_ASM321973v1_genomic.fna.gz	6.9991	3.1718	97.90	0.880	97.72-98.09	0.880	0.81-0.96	1	1.660	2472/8012	96.28	20	QHQI01000183.1 MAG: Verrucomicrobia bacterium isolate AV130 14_0903_02_20cm_scaffold_10207_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_001920175.1_ASM192017v1_genomic.fna.gz	6.7950	4.0066	95.29	0.854	95.09-95.56	0.854	0.73-0.92	1	1.793	1365/10421	93.65	258	MNJH01000061.1 MAG: Verrucomicrobia bacterium 13_1_20CM_3_54_17 13_1_20cm_3_scaffold_101, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219945.1_ASM321994v1_genomic.fna.gz	6.6470	3.6184	96.28	0.835	96.01-96.46	0.835	0.75-0.94	2	2.484	1700/9581	94.57	57	QHQV01000251.1 MAG: Verrucomicrobia bacterium isolate AV119 14_0903_02_20cm_scaffold_1003_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_021732285.1_ASM2173228v1_genomic.fna.gz	6.5882	10.1661	96.38	0.828	96.25-96.49	0.828	0.78-0.88	1	1.931	5016/27284	94.68	0	JAKFVH010000009.1 MAG: Reyranella sp. isolate D3_Bin_12 D3_0000075, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_013290035.1_ASM1329003v1_genomic.fna.gz	5.4970	5.9282	95.80	0.691	95.61-96.04	0.691	0.62-0.75	1	1.750	2576/19141	93.74	357	JABCYT010000001.1 MAG: Alphaproteobacteria bacterium isolate Inc-BW-H-2-M_MAG46 Ga0210384_10001511, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_005884465.1_ASM588446v1_genomic.fna.gz	4.9660	4.6132	95.99	0.624	95.78-96.23	0.624	0.56-0.67	1	1.655	2186/16321	93.72	177	VAZH01000424.1 MAG: Alphaproteobacteria bacterium isolate AP_3 14_1009_16_30cm_scaffold_100117, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_018130385.1_ASM1813038v1_genomic.fna.gz	4.9322	9.6525	95.26	0.620	95.07-95.45	0.620	0.57-0.67	1	1.588	3637/34779	92.98	990	JAFCLU010000001.1 Bradyrhizobium sp. AUGA SZCCT0283 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218575.1_ASM321857v1_genomic.fna.gz	4.7956	2.4520	97.58	0.603	97.31-97.83	0.603	0.54-0.66	1	1.625	1970/9102	95.18	46	QHNW01000077.1 MAG: Verrucomicrobia bacterium isolate AV67 14_0903_02_30cm_scaffold_10063_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	4.3334	2.0150	96.42	0.545	96.07-96.76	0.545	0.48-0.61	1	1.677	1169/8379	93.84	68	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219515.1_ASM321951v1_genomic.fna.gz	4.1717	2.9192	95.94	0.524	95.62-96.27	0.524	0.46-0.59	1	1.705	1431/12331	93.29	138	QHPB01000181.1 MAG: Verrucomicrobia bacterium isolate AV39 14_1009_13_30cm_scaffold_1003_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_023387735.1_ASM2338773v1_genomic.fna.gz	3.8557	5.7435	96.29	0.485	96.05-96.51	0.485	0.44-0.52	1	1.772	3234/26431	93.45	16	JAEWHP010000010.1 MAG: Proteobacteria bacterium isolate OH_PBlB_71 k127_1011274, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_029266775.1_ASM2926677v1_genomic.fna.gz	3.4250	2.8449	95.79	0.430	95.42-96.16	0.430	0.37-0.48	1	1.493	1400/14773	92.68	23	JAQSWF010000170.1 MAG: Pseudonocardia sp. isolate C_No_T20_C_bin.45 scaffold_10420, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_025451355.1_ASM2545135v1_genomic.fna.gz	3.3214	2.4159	99.07	0.417	98.86-99.31	0.417	0.38-0.44	1	1.265	3354/12834	95.76	0	JANWKN010000001.1 MAG: Pseudolabrys sp. isolate CRAIB_MAG94 c_000000000239, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218415.1_ASM321841v1_genomic.fna.gz	3.1641	1.5708	95.38	0.398	94.88-95.93	0.398	0.33-0.48	1	1.513	674/8726	92.07	262	QHNK01000107.1 MAG: Verrucomicrobia bacterium isolate AV78 14_0929_05_30cm_scaffold_10029_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_001593325.1_ASM159332v1_genomic.fna.gz	2.6325	4.8163	96.20	0.331	95.92-96.47	0.331	0.30-0.36	1	1.557	2802/32013	92.44	203	JXJM01000002.1 Bradyrhizobium sp. DOA1 contig00202, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_900091515.1_IMG-taxon_2627854289_annotated_assembly_genomic.fna.gz	2.3185	3.7532	97.15	0.291	96.88-97.41	0.291	0.26-0.32	1	1.423	3046/28504	93.04	22	LT607410.1 Micromonospora purpureochromogenes strain DSM 43821 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_018131185.1_ASM1813118v1_genomic.fna.gz	2.1889	3.6863	95.54	0.275	95.11-95.81	0.275	0.25-0.31	1	1.375	1801/30053	91.32	972	JAFCJE010000001.1 Bradyrhizobium diazoefficiens strain SZCCT0449 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_004634465.1_ASM463446v1_genomic.fna.gz	1.9732	4.3327	95.25	0.248	94.90-95.54	0.248	0.22-0.28	1	1.370	1944/38931	90.78	1296	SPVJ01000001.1 Bradyrhizobium sp. MOS001 mos001v2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003363195.1_ASM336319v1_genomic.fna.gz	1.5830	2.9851	98.66	0.199	98.37-99.00	0.199	0.18-0.22	1	1.244	4097/33543	93.44	0	QRAK01000015.1 Streptomyces sp. M7 Contig_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_030815415.1_ASM3081541v1_genomic.fna.gz	1.3120	3.4452	96.26	0.165	95.86-96.68	0.165	0.14-0.19	1	1.225	2220/46220	90.67	449	JAUSWW010000001.1 Streptomyces canus strain V4I20 Ga0505346_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_014202475.1_ASM1420247v1_genomic.fna.gz	1.1648	2.4255	96.52	0.146	96.01-97.01	0.146	0.12-0.17	1	1.194	1746/37328	90.59	707	JACHGV010000001.1 Streptomyces paradoxus strain DSM 43350 Ga0415310_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003131995.1_20120500_P31_genomic.fna.gz	72.6694	57.6527	95.18	3.929	NA-NA	HIGH	NA-NA	3	3.929	4425/20454	95.18	8	PKWI01000130.1 MAG: Hyphomicrobiales bacterium isolate palsa_912 73.20120500_P31.4_contig_1000, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_900129505.1_IMG-taxon_2695420948_annotated_assembly_genomic.fna.gz	18.4850	28.7352	96.56	1.000	96.47-96.63	1.000	0.96-1.04	1	1.910	8542/39036	95.22	0	LT670818.1 Bradyrhizobium erythrophlei strain GAS242 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_900129425.1_IMG-taxon_2695421015_annotated_assembly_genomic.fna.gz	8.8457	13.6121	95.43	0.478	95.20-95.65	0.478	0.44-0.52	1	1.733	3533/38156	92.61	500	LT670817.1 Bradyrhizobium erythrophlei strain GAS138 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12830_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	59.4563	71.1391	96.82	0.978	96.66-96.94	0.978	0.92-1.06	1	1.778	3192/13686	95.41	34	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12830_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	40.5437	28.8609	97.09	0.667	96.86-97.31	0.667	0.60-0.73	1	1.538	1668/8379	94.93	0	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	27.2291	18.2161	97.65	0.884	97.45-97.84	0.884	0.81-0.97	1	1.813	2395/8379	96.04	0	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219915.1_ASM321991v1_genomic.fna.gz	26.9846	23.2701	95.52	0.876	95.30-95.75	0.876	0.77-0.95	1	1.830	1531/10634	93.94	1366	QHQT01000151.1 MAG: Verrucomicrobia bacterium isolate AV120 14_0903_13_40cm_scaffold_10139_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219725.1_ASM321972v1_genomic.fna.gz	23.1166	15.8633	95.51	0.750	95.24-95.84	0.750	0.63-0.83	1	2.229	1081/8324	93.63	72	QHQC01000187.1 MAG: Verrucomicrobia bacterium isolate AV14 14_1009_16_30cm_scaffold_100776_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	16.1911	18.2063	96.39	0.526	96.13-96.69	0.526	0.47-0.57	1	1.677	1838/13686	93.73	45	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_026339735.1_ASM2633973v1_genomic.fna.gz	6.4785	24.4443	95.01	0.210	94.68-95.42	0.210	0.18-0.24	1	1.253	1803/44856	90.15	0	JAPEQG010000005.1 Streptomyces sp. NBC_01669 NBC_01669_2, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219725.1_ASM321972v1_genomic.fna.gz	31.2195	12.5808	95.37	0.747	95.09-95.75	0.747	0.62-0.83	1	1.791	1026/8324	93.47	32	QHQC01000187.1 MAG: Verrucomicrobia bacterium isolate AV14 14_1009_16_30cm_scaffold_100776_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_001440035.1_ABySSBR3351v1_genomic.fna.gz	20.3668	38.1693	95.39	0.487	95.18-95.56	0.487	0.46-0.53	1	1.874	3562/38482	92.61	317	LJYG01000001.1 Bradyrhizobium manausense strain BR 3351 contig145, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_015291625.1_ASM1529162v1_genomic.fna.gz	20.1808	38.2911	96.11	0.483	95.91-96.31	0.483	0.45-0.52	1	1.965	4665/39619	93.33	1	CP030047.1 Bradyrhizobium sp. CCBAU 53421 chromosome, complete genome
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218165.1_ASM321816v1_genomic.fna.gz	14.9478	5.8723	96.09	0.358	95.57-96.66	0.358	0.29-0.42	1	1.479	754/8379	92.53	8	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003219735.1_ASM321973v1_genomic.fna.gz	13.2852	5.0865	96.19	0.318	95.58-96.80	0.318	0.25-0.39	1	1.302	682/8012	92.36	0	QHQI01000183.1 MAG: Verrucomicrobia bacterium isolate AV130 14_0903_02_20cm_scaffold_10207_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_025960445.1_ASM2596044v1_genomic.fna.gz	19.2828	15.1452	95.64	1.112	95.44-95.79	1.112	1.03-1.22	2	2.426	2447/14250	94.47	33	JAICIT010000001.1 MAG: Bradyrhizobium sp. isolate GZL_FP_2_bin.119 k141_160700_length_24245_cov_49.1735, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003218575.1_ASM321857v1_genomic.fna.gz	14.3277	6.9929	95.00	0.826	94.68-95.33	0.826	0.69-0.92	1	2.077	1070/9102	93.33	44	QHNW01000077.1 MAG: Verrucomicrobia bacterium isolate AV67 14_0903_02_30cm_scaffold_10063_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_019668465.1_ASM1966846v1_genomic.fna.gz	10.2890	13.8916	96.61	0.593	96.42-96.82	0.593	0.54-0.63	1	1.642	3958/25054	94.22	38	AP024828.1 Mycobacterium sp. TY59 DNA, complete genome
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	/scratch/alpine/clbd1748/Australia/Ref_genomes/GCA_003221375.1_ASM322137v1_genomic.fna.gz	10.2564	5.1433	96.36	0.591	96.00-96.64	0.591	0.53-0.66	2	3.033	1379/9434	93.99	0	QHRI01000153.1 MAG: Verrucomicrobia bacterium isolate AV107 14_1009_16_20cm_scaffold_10067_curated, whole genome shotgun sequence
