Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218165.1_ASM321816v1_genomic.fna.gz	4.2774	1.9398	96.42	0.545	96.07-96.76	0.545	0.48-0.61	1	1.677	1169/8379	93.84	68	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003219515.1_ASM321951v1_genomic.fna.gz	4.1178	2.8103	95.94	0.524	95.62-96.27	0.524	0.46-0.59	1	1.705	1431/12331	93.29	138	QHPB01000181.1 MAG: Verrucomicrobia bacterium isolate AV39 14_1009_13_30cm_scaffold_1003_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_023387735.1_ASM2338773v1_genomic.fna.gz	3.8059	5.5292	96.29	0.485	96.05-96.51	0.485	0.44-0.52	1	1.772	3234/26431	93.45	16	JAEWHP010000010.1 MAG: Proteobacteria bacterium isolate OH_PBlB_71 k127_1011274, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_029266775.1_ASM2926677v1_genomic.fna.gz	3.3840	2.7415	95.78	0.431	95.40-96.13	0.431	0.37-0.49	1	1.490	1395/14773	92.67	28	JAQSWF010000170.1 MAG: Pseudonocardia sp. isolate C_No_T20_C_bin.45 scaffold_10420, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_025451355.1_ASM2545135v1_genomic.fna.gz	3.2785	2.3257	99.07	0.417	98.86-99.31	0.417	0.38-0.44	1	1.265	3354/12834	95.76	0	JANWKN010000001.1 MAG: Pseudolabrys sp. isolate CRAIB_MAG94 c_000000000239, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218415.1_ASM321841v1_genomic.fna.gz	3.1232	1.5122	95.38	0.398	94.88-95.93	0.398	0.33-0.48	1	1.513	674/8726	92.07	262	QHNK01000107.1 MAG: Verrucomicrobia bacterium isolate AV78 14_0929_05_30cm_scaffold_10029_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_001593325.1_ASM159332v1_genomic.fna.gz	2.5985	4.6366	96.20	0.331	95.92-96.47	0.331	0.30-0.36	1	1.557	2802/32013	92.44	203	JXJM01000002.1 Bradyrhizobium sp. DOA1 contig00202, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_900091515.1_IMG-taxon_2627854289_annotated_assembly_genomic.fna.gz	2.2885	3.6132	97.15	0.291	96.88-97.41	0.291	0.26-0.32	1	1.423	3046/28504	93.04	22	LT607410.1 Micromonospora purpureochromogenes strain DSM 43821 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_018131185.1_ASM1813118v1_genomic.fna.gz	2.1606	3.5488	95.54	0.275	95.11-95.81	0.275	0.25-0.31	1	1.375	1801/30053	91.32	972	JAFCJE010000001.1 Bradyrhizobium diazoefficiens strain SZCCT0449 NODE_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_004634465.1_ASM463446v1_genomic.fna.gz	1.9477	4.1711	95.25	0.248	94.90-95.54	0.248	0.22-0.28	1	1.370	1944/38931	90.78	1296	SPVJ01000001.1 Bradyrhizobium sp. MOS001 mos001v2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003363195.1_ASM336319v1_genomic.fna.gz	1.5626	2.8737	98.66	0.199	98.37-99.00	0.199	0.18-0.22	1	1.244	4097/33543	93.44	0	QRAK01000015.1 Streptomyces sp. M7 Contig_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003001935.1_ASM300193v1_genomic.fna.gz	1.3067	3.7651	96.11	0.166	95.76-96.51	0.166	0.14-0.19	1	1.328	2457/52645	90.59	81	PVNG01000001.1 Nonomuraea fuscirosea strain CGMCC 4.7104 Ga0171605_101, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_030815415.1_ASM3081541v1_genomic.fna.gz	1.2950	3.3166	96.26	0.165	95.86-96.68	0.165	0.14-0.19	1	1.225	2220/46220	90.67	449	JAUSWW010000001.1 Streptomyces canus strain V4I20 Ga0505346_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12824_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_014202475.1_ASM1420247v1_genomic.fna.gz	1.1316	2.2981	96.55	0.144	96.06-97.01	0.144	0.12-0.17	1	1.193	1735/37328	90.58	718	JACHGV010000001.1 Streptomyces paradoxus strain DSM 43350 Ga0415310_01, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12830_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	59.4563	71.1391	96.82	0.978	96.66-96.94	0.978	0.92-1.06	1	1.778	3192/13686	95.41	34	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12830_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218165.1_ASM321816v1_genomic.fna.gz	40.5437	28.8609	97.09	0.667	96.86-97.31	0.667	0.60-0.73	1	1.538	1668/8379	94.93	0	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	./Ref_genomes_strep/GCA_003131995.1_20120500_P31_genomic.fna.gz	72.6694	57.6527	95.18	3.929	NA-NA	HIGH	NA-NA	3	3.929	4425/20454	95.18	8	PKWI01000130.1 MAG: Hyphomicrobiales bacterium isolate palsa_912 73.20120500_P31.4_contig_1000, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	./Ref_genomes_strep/GCA_900129505.1_IMG-taxon_2695420948_annotated_assembly_genomic.fna.gz	18.4850	28.7352	96.56	1.000	96.47-96.63	1.000	0.96-1.04	1	1.910	8542/39036	95.22	0	LT670818.1 Bradyrhizobium erythrophlei strain GAS242 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12903_HCN77BCXX-1_R1p.fastq.gz	./Ref_genomes_strep/GCA_900129425.1_IMG-taxon_2695421015_annotated_assembly_genomic.fna.gz	8.8457	13.6121	95.43	0.478	95.20-95.65	0.478	0.44-0.52	1	1.733	3533/38156	92.61	500	LT670817.1 Bradyrhizobium erythrophlei strain GAS138 genome assembly, chromosome: I
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003219725.1_ASM321972v1_genomic.fna.gz	31.2195	12.5808	95.37	0.747	95.09-95.75	0.747	0.62-0.83	1	1.791	1026/8324	93.47	32	QHQC01000187.1 MAG: Verrucomicrobia bacterium isolate AV14 14_1009_16_30cm_scaffold_100776_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_001440035.1_ABySSBR3351v1_genomic.fna.gz	20.3668	38.1693	95.39	0.487	95.18-95.56	0.487	0.46-0.53	1	1.874	3562/38482	92.61	317	LJYG01000001.1 Bradyrhizobium manausense strain BR 3351 contig145, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_015291625.1_ASM1529162v1_genomic.fna.gz	20.1808	38.2911	96.11	0.483	95.91-96.31	0.483	0.45-0.52	1	1.965	4665/39619	93.33	1	CP030047.1 Bradyrhizobium sp. CCBAU 53421 chromosome, complete genome
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218165.1_ASM321816v1_genomic.fna.gz	14.9478	5.8723	96.09	0.358	95.57-96.66	0.358	0.29-0.42	1	1.479	754/8379	92.53	8	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12838_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003219735.1_ASM321973v1_genomic.fna.gz	13.2852	5.0865	96.19	0.318	95.58-96.80	0.318	0.25-0.39	1	1.302	682/8012	92.36	0	QHQI01000183.1 MAG: Verrucomicrobia bacterium isolate AV130 14_0903_02_20cm_scaffold_10207_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218165.1_ASM321816v1_genomic.fna.gz	27.2291	18.2161	97.65	0.884	97.45-97.84	0.884	0.81-0.97	1	1.813	2395/8379	96.04	0	QHOB01000137.1 MAG: Verrucomicrobia bacterium isolate AV62 14_1009_12_20cm_scaffold_10191_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003219915.1_ASM321991v1_genomic.fna.gz	26.9846	23.2701	95.52	0.876	95.30-95.75	0.876	0.77-0.95	1	1.830	1531/10634	93.94	1366	QHQT01000151.1 MAG: Verrucomicrobia bacterium isolate AV120 14_0903_13_40cm_scaffold_10139_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003219725.1_ASM321972v1_genomic.fna.gz	23.1166	15.8633	95.51	0.750	95.24-95.84	0.750	0.63-0.83	1	2.229	1081/8324	93.63	72	QHQC01000187.1 MAG: Verrucomicrobia bacterium isolate AV14 14_1009_16_30cm_scaffold_100776_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_013372845.1_ASM1337284v1_genomic.fna.gz	16.1911	18.2063	96.39	0.526	96.13-96.69	0.526	0.47-0.57	1	1.677	1838/13686	93.73	45	JAALOD010000001.1 MAG: Candidatus Udaeobacter sp. isolate AEW3 Udaeo2_1, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12828_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_026339735.1_ASM2633973v1_genomic.fna.gz	6.4785	24.4443	95.01	0.210	94.68-95.42	0.210	0.18-0.24	1	1.253	1803/44856	90.15	0	JAPEQG010000005.1 Streptomyces sp. NBC_01669 NBC_01669_2, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_025960445.1_ASM2596044v1_genomic.fna.gz	13.8221	8.9659	95.64	1.112	95.44-95.79	1.112	1.03-1.22	2	2.426	2447/14250	94.47	33	JAICIT010000001.1 MAG: Bradyrhizobium sp. isolate GZL_FP_2_bin.119 k141_160700_length_24245_cov_49.1735, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_025964635.1_ASM2596463v1_genomic.fna.gz	11.1673	14.3393	95.13	0.898	94.96-95.28	0.898	0.83-0.97	2	2.936	3802/28789	93.68	106	JAOPYP010000664.1 MAG: Actinomycetes bacterium isolate RYN_230 scaffold_1002113, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003218575.1_ASM321857v1_genomic.fna.gz	10.2702	4.1397	95.00	0.826	94.68-95.33	0.826	0.69-0.92	1	2.077	1070/9102	93.33	44	QHNW01000077.1 MAG: Verrucomicrobia bacterium isolate AV67 14_0903_02_30cm_scaffold_10063_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_025934635.1_ASM2593463v1_genomic.fna.gz	8.6554	15.6234	95.72	0.696	95.57-95.88	0.696	0.65-0.74	2	2.677	5494/40550	93.76	2338	JAICWX010000100.1 MAG: Streptosporangiaceae bacterium isolate LS_FP_2_bin.73 k141_1021579_length_26298_cov_39.6815, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_021154785.1_ASM2115478v1_genomic.fna.gz	8.5177	10.8733	98.00	0.685	97.87-98.13	0.685	0.65-0.72	1	2.139	7997/28485	95.99	0	JAJKHX010000001.1 MAG: Nocardiopsis sp. isolate b3_HoplandSoilSeptJan k101_103557, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_019668465.1_ASM1966846v1_genomic.fna.gz	7.3752	8.2238	96.61	0.593	96.42-96.82	0.593	0.54-0.63	1	1.640	3955/25054	94.22	41	AP024828.1 Mycobacterium sp. TY59 DNA, complete genome
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003221375.1_ASM322137v1_genomic.fna.gz	7.3519	3.0448	96.36	0.591	96.00-96.64	0.591	0.53-0.66	2	3.033	1379/9434	93.99	0	QHRI01000153.1 MAG: Verrucomicrobia bacterium isolate AV107 14_1009_16_20cm_scaffold_10067_curated, whole genome shotgun sequence
/scratch/alpine/clbd1748/Australia/QC_reads/12884_combined_R1p.fastq.gz	./Ref_genomes_strep/GCA_003221215.1_ASM322121v1_genomic.fna.gz	6.2541	2.3962	95.38	0.503	94.96-95.80	0.503	0.42-0.58	1	2.162	808/8553	92.67	82	QHQQ01000162.1 MAG: Verrucomicrobia bacterium isolate AV123 14_0903_16_40cm_scaffold_10070_curated, whole genome shotgun sequence
